Dataset,OMOP Concept ID,Domain,Patient Count,Event Count,Description,Terminology,Source Code,Concept Type,Standard OMOP Concept,Mental Disability,Physical Issues,County,Healthcare Facility Type
CPRD AURUM,37208615,Observation,74,74,Referral for digital cognitive behavioural therapy for insomnia,SNOMED,1.11E+15,Standard,37208615.0,No,Yes,Kilifi,Mission Hospital
CPRD AURUM,37392636,Measurement,7919,9140,Genetic screening for disorder,SNOMED,1.01E+15,Standard,37392636.0,No,Yes,Kilifi,Mission Hospital
CPRD AURUM,37392961,Measurement,130,157,Calreticulin targeted genetic test,SNOMED,1.01E+15,Standard,37392961.0,No,Yes,Taita Taveta,Private Clinic
CPRD AURUM,37392962,Measurement,179,217,BRAF targeted genetic test,SNOMED,1.01E+15,Standard,37392962.0,No,Yes,Kilifi,County Hospital
CPRD AURUM,37394072,Observation,24,25,Screening for cognitive impairment not appropriate,SNOMED,1.03E+15,Standard,37394072.0,No,Yes,Kwale,Mission Hospital
CPRD AURUM,37394206,Measurement,64707,90459,Plasma pro-brain natriuretic peptide level,SNOMED,1.03E+15,Standard,37394206.0,No,Yes,Mombasa,County Hospital
CPRD AURUM,37394466,Condition,42,48,"Intraventricular (nontraumatic) haemorrhage, grade 4, of fetus and newborn",SNOMED,1.03E+15,Standard,37394466.0,No,Yes,Lamu,County Hospital
CPRD AURUM,37394467,Condition,22,42,Acquired hydrocephalus of newborn,SNOMED,1.03E+15,Source,36684278.0,No,Yes,Kilifi,Private Clinic
CPRD AURUM,37394668,Observation,55,62,Mild cognitive impairment review invitation first letter,SNOMED,1.04E+15,Standard,37394668.0,No,Yes,Tana River,Mission Hospital
CPRD AURUM,37394669,Observation,20,20,Mild cognitive impairment review invitation second letter,SNOMED,1.04E+15,Standard,37394669.0,No,Yes,Kilifi,Mission Hospital
CPRD AURUM,37396682,Condition,48,58,Developmental language comprehension impairment,SNOMED,716578009,Standard,37396682.0,No,Yes,Tana River,County Hospital
CPRD AURUM,37396726,Condition,329,440,Cognitive communication disorder,SNOMED,716635007,Standard,37396726.0,No,Yes,Kwale,Health Center
CPRD AURUM,37396780,Condition,183,219,Early childhood developmental disability,SNOMED,716710007,Standard,37396780.0,No,Yes,Tana River,Private Clinic
CPRD AURUM,37397402,Procedure,134,134,Cognitive behavioral therapy for psychosis,SNOMED,718026005,Standard,37397402.0,No,Yes,Lamu,Private Clinic
CPRD AURUM,37398176,Measurement,62642,69554,Neonatal screening test,SNOMED,9.97E+14,Standard,37398176.0,No,Yes,Mombasa,Private Clinic
CPRD AURUM,37398574,Measurement,159502,245851,Brain natriuretic peptide level,SNOMED,1.01E+15,Standard,37398574.0,No,Yes,Tana River,Private Clinic
CPRD AURUM,37398748,Observation,54,76,Mild cognitive impairment review invitation,SNOMED,1.04E+15,Standard,37398748.0,No,Yes,Tana River,Mission Hospital
CPRD AURUM,37398808,Measurement,45115,61281,N terminal pro-brain natriuretic peptide level,SNOMED,1.03E+15,Standard,37398808.0,No,Yes,Mombasa,Mission Hospital
CPRD AURUM,37398837,Observation,36,37,Mild cognitive impairment review declined,SNOMED,1.04E+15,Standard,37398837.0,No,Yes,Lamu,Health Center
CPRD AURUM,37398899,Procedure,313,493,Mild cognitive impairment review,SNOMED,1.05E+15,Standard,37398899.0,No,Yes,Kilifi,Private Clinic
CPRD AURUM,37399125,Measurement,485,526,Cytogenetic study,SNOMED,1.00E+15,Standard,37399125.0,No,Yes,Tana River,Private Clinic
CPRD AURUM,40479650,Procedure,84,84,Placement of depth electrode into brain for electroencephalography,SNOMED,441597006,Standard,40479650.0,No,Yes,Mombasa,County Hospital
CPRD AURUM,40481800,Condition,316,511,Mixed developmental disorder,SNOMED,442059001,Standard,40481800.0,No,Yes,Kwale,Mission Hospital
CPRD AURUM,40482251,Condition,315,411,Retardation of physical development,SNOMED,442168001,Standard,40482251.0,No,Yes,Mombasa,Private Clinic
CPRD AURUM,40484908,Condition,2894,3861,Imaging of brain abnormal,SNOMED,442731005,Standard,40484908.0,No,Yes,Kwale,Health Center
CPRD AURUM,40485433,Procedure,6599,15730,Guided self-help cognitive behavioral therapy,SNOMED,444175001,Standard,40485433.0,No,Yes,Lamu,Health Center
CPRD AURUM,40486120,Condition,186,226,Delay in physiological development,SNOMED,447740001,Standard,40486120.0,No,Yes,Kilifi,Mission Hospital
CPRD AURUM,40486185,Procedure,1649,2457,Child examination for emotional development,SNOMED,449233006,Standard,40486185.0,No,Yes,Mombasa,Health Center
CPRD AURUM,40490927,Procedure,94,94,Craniotomy and excision of neoplasm of brain,SNOMED,447107001,Standard,40490927.0,No,Yes,Taita Taveta,Health Center
CPRD AURUM,40676666,Device,1023,1152,AeroChamber Plus Flow-Vu Anti-Static with small mask infant 0-18 months,dm+d,3.48E+16,Source,42532700.0,No,Yes,Tana River,Mission Hospital
CPRD AURUM,40744098,Drug,522230,1765161,alginic acid 225 MG / Magnesium Alginate 87.5 MG Powder for Oral Solution [Gaviscon Infant] by Forum Products,RxNorm Extension,OMOP4712973,Standard,40744098.0,No,Yes,Lamu,Private Clinic
CPRD AURUM,42532700,Device,1023,1152,AeroChamber Plus Flow-Vu Anti-Static with small mask infant 0-18 months (Trudell Medical UK Ltd),SNOMED,3.48E+16,Standard,42532700.0,No,Yes,Mombasa,Private Clinic
CPRD AURUM,42537311,Condition,25,25,Neonatal disorder of endocrine system,SNOMED,736653007,Standard,42537311.0,No,Yes,Tana River,Health Center
CPRD AURUM,42538170,Observation,7713,9821,Infant of patient deceased,SNOMED,739682007,Standard,42538170.0,No,Yes,Mombasa,Health Center
CPRD AURUM,42538363,Observation,3934,3982,Anticholinergic Cognitive Burden Scale score,SNOMED,761882000,Standard,42538363.0,No,Yes,Kwale,Private Clinic
CPRD AURUM,42538560,Condition,221,246,Syndrome of infant of mother with gestational diabetes,SNOMED,762291006,Standard,42538560.0,No,Yes,Mombasa,Mission Hospital
CPRD AURUM,42688438,Device,209,250,Antistatic Space Chamber Plus with small mask (Medical Developments International Ltd),SNOMED,3.42E+16,Standard,42688438.0,No,Yes,Taita Taveta,Health Center
CPRD AURUM,42688444,Device,254,283,Antistatic Space Chamber Plus with large mask (Medical Developments International Ltd),SNOMED,3.42E+16,Standard,42688444.0,No,Yes,Mombasa,County Hospital
CPRD AURUM,42688447,Device,409,487,Antistatic Space Chamber Plus Compact with medium mask (Medical Developments International Ltd),SNOMED,3.42E+16,Standard,42688447.0,No,Yes,Mombasa,Mission Hospital
CPRD AURUM,42690683,Observation,46,49,Emergency department discharge to neonatal intensive care unit,SNOMED,1.07E+15,Standard,42690683.0,No,Yes,Taita Taveta,Health Center
CPRD AURUM,43021207,Condition,464,690,Abnormal development of sexuality,SNOMED,472991006,Standard,43021207.0,No,Yes,Lamu,Health Center
CPRD AURUM,43530903,Condition,788,856,Fetal or neonatal effect of breech delivery,SNOMED,609441001,Standard,43530903.0,No,Yes,Mombasa,County Hospital
CPRD AURUM,44788268,Condition,150,217,Congenital dilated lateral ventricles of brain,SNOMED,1.66E+14,Standard,44788268.0,No,Yes,Taita Taveta,County Hospital
CPRD AURUM,44788590,Observation,7257,8159,Neonatal check enhanced services administration,SNOMED,1.86E+14,Standard,44788590.0,No,Yes,Tana River,Private Clinic
CPRD AURUM,44788591,Observation,13321,14602,Neonatal check enhanced service completed,SNOMED,1.86E+14,Standard,44788591.0,No,Yes,Kwale,Mission Hospital
CPRD AURUM,44788881,Observation,125,176,Seen in child development centre,SNOMED,2.01E+14,Standard,44788881.0,No,Yes,Kwale,Mission Hospital
CPRD AURUM,44788979,Condition,44,50,Developmental dysphagia,SNOMED,1.97E+14,Standard,44788979.0,No,Yes,Mombasa,Private Clinic
CPRD AURUM,44789247,Observation,730,794,Cognitive behaviour therapy declined,SNOMED,2.00E+14,Standard,44789247.0,No,Yes,Lamu,Mission Hospital
CPRD AURUM,44789248,Observation,1120,1281,Did not attend cognitive behaviour therapy,SNOMED,2.00E+14,Standard,44789248.0,No,Yes,Lamu,Mission Hospital
CPRD AURUM,44789514,Procedure,16096,17705,Neonatal examination,SNOMED,2.04E+14,Standard,44789514.0,No,Yes,Tana River,Mission Hospital
CPRD AURUM,44790274,Procedure,106,121,Cognitive behavioural therapy by unidisciplinary team,SNOMED,2.32E+14,Standard,44790274.0,No,Yes,Mombasa,Mission Hospital
CPRD AURUM,44790512,Observation,136,154,Number of previous neonatal deaths,SNOMED,2.03E+14,Standard,44790512.0,No,Yes,Kwale,Mission Hospital
CPRD AURUM,44791291,Observation,15347,20838,Fast track referral for suspected brain tumour,SNOMED,2.77E+14,Standard,44791291.0,No,Yes,Lamu,County Hospital
CPRD AURUM,44791295,Observation,60,63,Newborn hearing screening programme incomplete as baby unsettled,SNOMED,2.80E+14,Standard,44791295.0,No,Yes,Mombasa,Mission Hospital
CPRD AURUM,44791307,Measurement,65017,74942,Newborn hearing screening,SNOMED,2.77E+14,Standard,44791307.0,No,Yes,Lamu,County Hospital
CPRD AURUM,44791308,Observation,16300,19074,Newborn hearing screening programme outcome,SNOMED,2.77E+14,Standard,44791308.0,No,Yes,Taita Taveta,Mission Hospital
CPRD AURUM,44791309,Observation,31425,38085,"Newborn hearing screening programme completed, clear response no follow-up required",SNOMED,2.77E+14,Standard,44791309.0,No,Yes,Lamu,Private Clinic
CPRD AURUM,44791310,Observation,386,418,"Newborn hearing screening programme completed, clear response targeted follow-up required",SNOMED,2.77E+14,Standard,44791310.0,No,Yes,Kwale,Health Center
CPRD AURUM,44791311,Observation,96,100,Newborn hearing screening programme incomplete as declined screening,SNOMED,2.77E+14,Standard,44791311.0,No,Yes,Kilifi,County Hospital
CPRD AURUM,44791312,Observation,406,442,Newborn hearing screening programme incomplete as did not attend appointment,SNOMED,2.77E+14,Standard,44791312.0,No,Yes,Tana River,Mission Hospital
CPRD AURUM,44791758,Measurement,1546,2222,Child developmental screening,SNOMED,3.02E+14,Standard,44791758.0,No,Yes,Tana River,Private Clinic
CPRD AURUM,44791772,Observation,53,64,Nutrition problem in infant,SNOMED,3.04E+14,Standard,44791772.0,No,Yes,Kwale,Health Center
CPRD AURUM,44791786,Observation,10116,12790,Newborn blood spot screening status,SNOMED,3.02E+14,Standard,44791786.0,No,Yes,Lamu,County Hospital
CPRD AURUM,44791806,Measurement,90,110,Child health screening for fine motor development,SNOMED,3.01E+14,Standard,44791806.0,No,Yes,Mombasa,Health Center
CPRD AURUM,44791807,Measurement,185,219,Child health screening for gross motor development,SNOMED,3.01E+14,Standard,44791807.0,No,Yes,Lamu,Private Clinic
CPRD AURUM,44791836,Condition,1421,1699,"Newborn blood spot screening programme, carrier of other haemoglobin type",SNOMED,3.03E+14,Standard,44791836.0,No,Yes,Kwale,County Hospital
CPRD AURUM,44791885,Observation,503,1565,Developmental surveillance,SNOMED,3.00E+14,Standard,44791885.0,No,Yes,Tana River,Health Center
CPRD AURUM,44792068,Measurement,21,26,Child health screening for speech and language development delay,SNOMED,3.21E+14,Standard,44792068.0,No,Yes,Lamu,Mission Hospital
CPRD AURUM,44792069,Measurement,4017,4745,Child health screening of social behaviour and play development,SNOMED,3.21E+14,Standard,44792069.0,No,Yes,Tana River,County Hospital
CPRD AURUM,44792461,Observation,232,238,Newborn hearing screening programme contraindicated,SNOMED,2.80E+14,Standard,44792461.0,No,Yes,Mombasa,Health Center
CPRD AURUM,44792481,Procedure,64,67,Neonatal feeding education,SNOMED,3.53E+14,Standard,44792481.0,No,Yes,Tana River,Private Clinic
CPRD AURUM,44792900,Observation,1121,1276,"Newborn hearing screening programme completed, no clear response in one ear, follow-up required",SNOMED,2.77E+14,Standard,44792900.0,No,Yes,Tana River,Private Clinic
CPRD AURUM,44792915,Observation,701,771,"Newborn hearing screening programme completed, no clear response in both ears follow-up required",SNOMED,2.77E+14,Standard,44792915.0,No,Yes,Kilifi,County Hospital
CPRD AURUM,44793350,Observation,442,470,Seen in fast track suspected brain tumour clinic,SNOMED,3.82E+14,Standard,44793350.0,No,Yes,Kilifi,Health Center
CPRD AURUM,44793462,Observation,2603,3343,Preterm infant status,SNOMED,3.84E+14,Standard,44793462.0,No,Yes,Taita Taveta,County Hospital
CPRD AURUM,44793463,Observation,77,78,"Newborn blood spot screening programme, phenylketonuria repeat screening with further sample required",SNOMED,3.84E+14,Standard,44793463.0,No,Yes,Kilifi,County Hospital
CPRD AURUM,44793464,Observation,226,234,"Newborn blood spot screening programme, cystic fibrosis repeat screening with further sample required",SNOMED,3.84E+14,Standard,44793464.0,No,Yes,Tana River,Health Center
CPRD AURUM,44793465,Observation,31,31,"Newborn blood spot screening programme, sickle cell repeat screening with further sample required",SNOMED,3.84E+14,Standard,44793465.0,No,Yes,Kwale,Health Center
CPRD AURUM,44793466,Observation,110,111,"Newborn blood spot screening programme, congenital hypothyroidism repeat screening with further sample required",SNOMED,3.84E+14,Standard,44793466.0,No,Yes,Tana River,Mission Hospital
CPRD AURUM,44793467,Observation,54,56,"Newborn blood spot screening programme, medium chain acyl-coenzyme A dehydrogenase deficiency repeat screening with further sample required",SNOMED,3.84E+14,Standard,44793467.0,No,Yes,Kwale,Health Center
CPRD AURUM,44793468,Observation,226,230,"Newborn blood spot screening programme, sickle cell not suspected and other disorders follow up required",SNOMED,3.84E+14,Standard,44793468.0,No,Yes,Kwale,Private Clinic
CPRD AURUM,44793469,Observation,226,231,"Newborn blood spot screening programme, phenylketonuria not suspected and other disorders follow up required",SNOMED,3.84E+14,Standard,44793469.0,No,Yes,Kilifi,County Hospital
CPRD AURUM,44793470,Observation,235,240,"Newborn blood spot screening programme, cystic fibrosis not suspected and other disorders follow up required",SNOMED,3.84E+14,Standard,44793470.0,No,Yes,Lamu,County Hospital
CPRD AURUM,44793471,Observation,577,591,"Newborn blood spot screening programme, congenital hypothyroidism not suspected and other disorders follow up required",SNOMED,3.84E+14,Standard,44793471.0,No,Yes,Mombasa,Private Clinic
CPRD AURUM,44793472,Observation,226,230,"Newborn blood spot screening programme, medium chain acyl-coenzyme A dehydrogenase deficiency not suspected and other disorders follow up required",SNOMED,3.84E+14,Standard,44793472.0,No,Yes,Kilifi,Health Center
CPRD AURUM,44793478,Observation,414,567,Antenatal screening shows homozygote or compound heterozygote of no genetic significance,SNOMED,3.85E+14,Standard,44793478.0,No,Yes,Kilifi,Private Clinic
CPRD AURUM,44793498,Observation,106,117,Antenatal screening shows homozygote or compound heterozygote of genetic significance,SNOMED,3.85E+14,Standard,44793498.0,No,Yes,Lamu,Private Clinic
CPRD AURUM,44793562,Observation,22,22,"Antenatal screening, partner tested and no genetic risk identified",SNOMED,3.85E+14,Standard,44793562.0,No,Yes,Mombasa,Mission Hospital
CPRD AURUM,44793590,Observation,20,22,Monitoring of pressure in tissue of brain,SNOMED,3.77E+14,Standard,44793590.0,No,Yes,Tana River,Private Clinic
CPRD AURUM,44795925,Condition,90,189,"[D]Nutritional, metabolic or developmental symptoms NOS",SNOMED,4.09E+14,Source,443359.0,No,Yes,Taita Taveta,County Hospital
CPRD AURUM,44796267,Measurement,93,106,[V]Screening for other specified mental disorder or developmental handicap,SNOMED,4.16E+14,Source,4102738.0,No,Yes,Taita Taveta,Private Clinic
CPRD AURUM,44796943,Measurement,1422,2073,[V]Screening for early childhood developmental handicap,SNOMED,4.29E+14,Source,44791758.0,No,Yes,Tana River,County Hospital
CPRD AURUM,44797205,Observation,198,208,[V]Health supervision and care of other healthy infant and child,SNOMED,4.26E+14,Source,46286595.0,No,Yes,Kilifi,County Hospital
CPRD AURUM,44799587,Observation,60,63,[V]Care of other healthy infant,SNOMED,4.52E+14,Source,46286595.0,No,Yes,Mombasa,County Hospital
CPRD AURUM,44801955,Observation,6209,12532,Newborn blood spot specimen received,SNOMED,5.10E+14,Standard,44801955.0,No,Yes,Kilifi,Health Center
CPRD AURUM,44802090,Observation,436,518,Consent given for newborn hearing screening programme,SNOMED,5.12E+14,Standard,44802090.0,No,Yes,Kwale,Mission Hospital
CPRD AURUM,44802177,Observation,1931,2038,Newborn blood spot screening programme - not screened for or screening incomplete,SNOMED,5.25E+14,Standard,44802177.0,No,Yes,Kilifi,County Hospital
CPRD AURUM,44802178,Observation,48,48,Newborn blood spot screening programme - not suspected and other disorders follow up required,SNOMED,5.25E+14,Standard,44802178.0,No,Yes,Kilifi,County Hospital
CPRD AURUM,44802380,Condition,38,38,Infant dummy used after 9 months of age,SNOMED,4.94E+14,Standard,44802380.0,No,Yes,Tana River,Health Center
CPRD AURUM,44802490,Procedure,1714,3285,Advice to carer regarding management of infantile colic,SNOMED,4.95E+14,Standard,44802490.0,No,Yes,Tana River,County Hospital
CPRD AURUM,44803038,Observation,20163,23879,Referral for cognitive behavioural therapy,SNOMED,5.19E+14,Standard,44803038.0,No,Yes,Tana River,Private Clinic
CPRD AURUM,44803208,Observation,691,791,Child development assessment by questionnaire,SNOMED,3.61E+14,Standard,44803208.0,No,Yes,Taita Taveta,Private Clinic
CPRD AURUM,44804176,Observation,832,1511,Infant feeding review,SNOMED,7.11E+14,Standard,44804176.0,No,Yes,Kwale,Mission Hospital
CPRD AURUM,44804252,Observation,216,263,Infant feeding antenatal checklist completed,SNOMED,7.11E+14,Standard,44804252.0,No,Yes,Tana River,County Hospital
CPRD AURUM,44804259,Observation,15512,18941,Addenbrooke's cognitive examination revised - score,SNOMED,7.11E+14,Standard,44804259.0,No,Yes,Mombasa,Health Center
CPRD AURUM,44804260,Observation,23,29,Addenbrooke's cognitive examination revised - visuospatial subscore,SNOMED,7.11E+14,Standard,44804260.0,No,Yes,Taita Taveta,Private Clinic
CPRD AURUM,44804261,Observation,23,29,Addenbrooke's cognitive examination revised - language subscore,SNOMED,7.11E+14,Standard,44804261.0,No,Yes,Lamu,Health Center
CPRD AURUM,44804331,Observation,31,34,Genetics,SNOMED,7.25E+14,Standard,44804331.0,No,Yes,Mombasa,Health Center
CPRD AURUM,44804870,Condition,1846,2529,Motor developmental delay,SNOMED,7.60E+14,Standard,44804870.0,No,Yes,Mombasa,Private Clinic
CPRD AURUM,44805009,Observation,383,470,Infant feeding postnatal checklist completed,SNOMED,7.84E+14,Standard,44805009.0,No,Yes,Tana River,Health Center
CPRD AURUM,44805222,Procedure,88,89,Insertion of programmable cystoperitoneal shunt of brain,SNOMED,7.85E+14,Standard,44805222.0,No,Yes,Lamu,Private Clinic
CPRD AURUM,44805260,Condition,769,1215,Neurodevelopmental delay,SNOMED,7.51E+14,Standard,44805260.0,No,Yes,Lamu,Health Center
CPRD AURUM,44805264,Condition,375,503,Automated auditory brainstem response test clear response,SNOMED,7.52E+14,Standard,44805264.0,No,Yes,Taita Taveta,Private Clinic
CPRD AURUM,44805279,Observation,11003,13236,Referral to child development centre,SNOMED,7.62E+14,Standard,44805279.0,No,Yes,Lamu,County Hospital
CPRD AURUM,44805348,Observation,27,47,Automated auditory brainstem response test not done,SNOMED,7.52E+14,Standard,44805348.0,No,Yes,Kwale,Mission Hospital
CPRD AURUM,44805451,Condition,57,67,Automated auditory brainstem response test no clear response,SNOMED,7.53E+14,Standard,44805451.0,No,Yes,Tana River,Private Clinic
CPRD AURUM,44805723,Observation,58,58,Newborn blood spot screening programme incomplete as outside of area of current screening coverage,SNOMED,7.77E+14,Standard,44805723.0,No,Yes,Lamu,Private Clinic
CPRD AURUM,44806182,Procedure,198,204,Rehabilitation for brain injury,SNOMED,7.91E+14,Standard,44806182.0,No,Yes,Taita Taveta,Mission Hospital
CPRD AURUM,44806246,Observation,122,199,On Care Of Next Infant programme,SNOMED,8.11E+14,Standard,44806246.0,No,Yes,Kwale,Private Clinic
CPRD AURUM,44806911,Observation,757,807,Provision of infant weaning leaflet,SNOMED,8.23E+14,Standard,44806911.0,No,Yes,Kilifi,Private Clinic
CPRD AURUM,44808666,Measurement,766,831,Montreal cognitive assessment,SNOMED,8.59E+14,Standard,44808666.0,No,Yes,Kilifi,Health Center
CPRD AURUM,44808668,Observation,12434,16592,Montreal cognitive assessment score,SNOMED,8.59E+14,Source,36684973.0,No,Yes,Kwale,Mission Hospital
CPRD AURUM,44808677,Procedure,71,75,Group cognitive behavioural therapy,SNOMED,8.60E+14,Standard,44808677.0,No,Yes,Taita Taveta,County Hospital
CPRD AURUM,44808878,Observation,26,80,Developmental disabilities - children's global assessment scale score,SNOMED,8.61E+14,Standard,44808878.0,No,Yes,Kwale,Private Clinic
CPRD AURUM,44810433,Observation,30,41,Eligible for Care of Next Infant programme,SNOMED,8.88E+14,Standard,44810433.0,No,Yes,Tana River,Mission Hospital
CPRD AURUM,44810467,Condition,63,65,Speech and language developmental delay,SNOMED,8.98E+14,Standard,44810467.0,No,Yes,Tana River,Health Center
CPRD AURUM,44810477,Observation,3573,3685,Completion of newborn blood spot screening card,SNOMED,8.98E+14,Standard,44810477.0,No,Yes,Kilifi,County Hospital
CPRD AURUM,44811996,Observation,567,589,Newborn hearing screening not done,SNOMED,9.09E+14,Standard,44811996.0,No,Yes,Lamu,Mission Hospital
CPRD AURUM,44812789,Condition,106,117,[V]Healthy liveborn infants according to type of birth,SNOMED,4.12E+14,Source,4092289.0,No,Yes,Taita Taveta,County Hospital
CPRD AURUM,44813024,Observation,2143,3223,Newborn blood spot screening programme - repeat screening with further sample required,SNOMED,5.25E+14,Standard,44813024.0,No,Yes,Kilifi,County Hospital
CPRD AURUM,44813765,Observation,450,681,History of developmental disorder,SNOMED,5.13E+14,Standard,44813765.0,No,Yes,Lamu,County Hospital
CPRD AURUM,44813796,Measurement,93,105,Developmental behaviour checklist,SNOMED,8.59E+14,Standard,44813796.0,No,Yes,Lamu,Private Clinic
CPRD AURUM,44814081,Observation,133,164,Infant weaning intervention offered,SNOMED,7.94E+14,Standard,44814081.0,No,Yes,Tana River,Private Clinic
CPRD AURUM,45765517,Procedure,49,90,Cognitive rehabilitation therapy,SNOMED,702474001,Standard,45765517.0,No,Yes,Mombasa,Health Center
CPRD AURUM,45765628,Condition,245,402,Congenital brain aplasia,SNOMED,702611008,Standard,45765628.0,No,Yes,Mombasa,Health Center
CPRD AURUM,45765647,Condition,1862,4061,Acquired brain injury,SNOMED,702632000,Source,4133611.0,No,Yes,Kwale,Mission Hospital
CPRD AURUM,45765899,Condition,3441,4615,Moderate cognitive impairment,SNOMED,702955000,Standard,45765899.0,No,Yes,Tana River,Health Center
CPRD AURUM,45765900,Condition,2007,2543,Severe cognitive impairment,SNOMED,702956004,Standard,45765900.0,No,Yes,Lamu,County Hospital
CPRD AURUM,45766339,Condition,2136,2770,Developmental delay in fine motor function,SNOMED,703477003,Standard,45766339.0,No,Yes,Taita Taveta,County Hospital
CPRD AURUM,45766340,Condition,1424,1898,Developmental delay in social skills,SNOMED,703478008,Standard,45766340.0,No,Yes,Mombasa,Private Clinic
CPRD AURUM,45766563,Procedure,46,49,Infant Behavioral Assessment and Intervention Program,SNOMED,703749006,Standard,45766563.0,No,Yes,Lamu,County Hospital
CPRD AURUM,45767018,Condition,101,177,Impairment of child development,SNOMED,704304000,Standard,45767018.0,No,Yes,Mombasa,Mission Hospital
CPRD AURUM,45770563,Observation,105,109,Imaging of brain requested,SNOMED,9.31E+14,Standard,45770563.0,No,Yes,Mombasa,County Hospital
CPRD AURUM,45770709,Observation,218,253,Seen by brain injury link worker,SNOMED,9.35E+14,Standard,45770709.0,No,Yes,Mombasa,County Hospital
CPRD AURUM,45770735,Condition,110,163,Disorder of muscle tone of newborn,SNOMED,9.35E+14,Standard,45770735.0,No,Yes,Taita Taveta,Mission Hospital
CPRD AURUM,45771097,Observation,112,116,No neurodevelopmental condition detected on examination,SNOMED,700370003,Standard,45771097.0,No,Yes,Tana River,Health Center
CPRD AURUM,45773568,Condition,24,27,Structural developmental anomalies of neurenteric canal,SNOMED,2.49E+14,Standard,45773568.0,No,Yes,Taita Taveta,Health Center
CPRD AURUM,45992531,Device,313,1503,Nova Infant ileostomy bag 818-00 Starter hole 0mm-40mm Clear (Dansac Ltd),SNOMED,6.42E+15,Standard,45992531.0,No,Yes,Kilifi,Mission Hospital
CPRD AURUM,45992534,Device,919,5205,Nova Infant ileostomy bag 818-10 Starter hole 10mm-40mm Clear (Dansac Ltd),SNOMED,6.42E+15,Standard,45992534.0,No,Yes,Lamu,Private Clinic
CPRD AURUM,45994716,Device,37,135,Pelican Select ileostomy bag neonatal 101605 Cut to fit 10mm-50mm Clear (Pelican Healthcare Ltd),SNOMED,6.88E+15,Standard,45994716.0,No,Yes,Tana River,County Hospital
CPRD AURUM,45995112,Device,205,1023,"Pelican Select Afresh ileostomy bag with filter, neonatal 112703 Cut to fit 0mm-40mm Clear (Pelican Healthcare Ltd)",SNOMED,6.96E+15,Standard,45995112.0,No,Yes,Tana River,Mission Hospital
CPRD AURUM,45995116,Device,32,143,"Pelican Select Afresh ileostomy bag with filter, neonatal 112704 Cut to fit 0mm-40mm Opaque (Pelican Healthcare Ltd)",SNOMED,6.96E+15,Standard,45995116.0,No,Yes,Tana River,County Hospital
CPRD AURUM,46010443,Device,115,162,DermaSilk facial mask infant (Espere Healthcare Ltd),SNOMED,1.17E+16,Standard,46010443.0,No,Yes,Tana River,Private Clinic
CPRD AURUM,46011699,Device,124,649,"Pouchkins ileostomy bag with Lock 'n' Roll closure, infant 3796 Cut to fit 0mm-38mm Clear (Hollister Ltd)",SNOMED,1.21E+16,Standard,46011699.0,No,Yes,Taita Taveta,County Hospital
CPRD AURUM,46024264,Device,186,3227,PKU Anamix Infant powder (Nutricia Ltd),SNOMED,1.56E+16,Standard,46024264.0,No,Yes,Tana River,Mission Hospital
CPRD AURUM,46027667,Device,51,53,OptiChamber Advantage with small mask infants-18 months (Respironics (UK) Ltd),SNOMED,1.65E+16,Standard,46027667.0,No,Yes,Kwale,County Hospital
CPRD AURUM,46048228,Device,112,477,"Confidence Comfort ileostomy bag with filter, overlap and Flexifit wafer, neonatal CFN8 Starter hole 8mm-40mm Beige (Salts Healthcare)",SNOMED,2.19E+16,Standard,46048228.0,No,Yes,Lamu,Health Center
CPRD AURUM,46050734,Device,55,62,Fisio Chamber Vision with infant mask 0-3 years (Mediplus Ltd),SNOMED,2.27E+16,Standard,46050734.0,No,Yes,Tana River,Private Clinic
CPRD AURUM,46057382,Device,2955,3919,Space Chamber Plus Compact with medium mask (Medical Developments International Ltd),SNOMED,2.43E+16,Standard,46057382.0,No,Yes,Lamu,Private Clinic
CPRD AURUM,46271045,Condition,46,87,Neurocognitive disorder,SNOMED,709073001,Standard,46271045.0,No,Yes,Kwale,Private Clinic
CPRD AURUM,46284320,Condition,104,119,Neonatal sepsis due to Staphylococcus,SNOMED,9.44E+14,Standard,46284320.0,No,Yes,Kwale,Mission Hospital
CPRD AURUM,46284789,Condition,82,121,Intellectual development disorder of unknown aetiology,SNOMED,9.55E+14,Standard,46284789.0,No,Yes,Lamu,Private Clinic
CPRD AURUM,46284818,Observation,330,665,Deep brain stimulator in situ,SNOMED,9.55E+14,Standard,46284818.0,No,Yes,Mombasa,Health Center
CPRD AURUM,46285091,Observation,1102,1139,Child development 8-12 months assessment,SNOMED,9.63E+14,Standard,46285091.0,No,Yes,Kilifi,Mission Hospital
CPRD AURUM,46285983,Measurement,138,241,HoNOS (Health of the Nation Outcome Scales) for working age adults rating scale 4 - cognitive problems,SNOMED,9.80E+14,Standard,46285983.0,No,Yes,Mombasa,Health Center
CPRD AURUM,46285995,Observation,434,1064,HoNOS (Health of the Nation Outcome Scales) for working age adults rating scale 4 score - cognitive problems,SNOMED,9.80E+14,Standard,46285995.0,No,Yes,Mombasa,County Hospital
CPRD AURUM,46286424,Observation,3207,3443,"Newborn and Infant Physical Examination Screening Programme, hip examination done, no abnormality and no risk factor",SNOMED,9.86E+14,Standard,46286424.0,No,Yes,Taita Taveta,County Hospital
